Date of Inquiry,Date of Contact,Client Name,Phone Number,Email,Lead Status,Viewing Scheduled,Viewed,Follow-up Comment,Outcome
2025-01-26,2025-03-01,Madison Duarte,(358)065-3667,ewalsh@carney.info,Cold,No,No,Not Interested,Purchased
2025-03-09,2025-03-21,Sean Pope,558-625-8801x5769,richardwilliams@yahoo.com,Cold,Yes,Yes,Other Interests,Not Interested
2025-04-02,2025-04-02,Ellen King,893-033-5546x55336,jennifer03@butler.net,Cold,No,No,Agents,Still Deciding
2025-04-02,2025-04-05,Austin Jones,+1-947-022-6819,davisstephen@hotmail.com,Hot,Yes,No,Sent Info via Email,Still Deciding
2025-01-17,2025-02-03,Joseph Lee,512.495.8328x406,edwardbenjamin@dean-bailey.com,Cold,No,No,Other Interests,Not Interested
2025-01-26,2025-01-26,Jenna Young,+1-166-409-1818x0766,taylorjesse@wyatt.net,Cold,Yes,Yes,Other Interests,Still Deciding
2025-01-29,2025-02-08,Nancy Peters,448-529-7186x13947,scottjean@collins.com,Hot,Yes,Yes,Did Not Pick,Still Deciding
2025-02-20,2025-03-02,Jill Phillips,802.200.5599,gvaughn@yahoo.com,Hot,No,No,Follow Up with Another Call,Not Interested
2025-01-25,2025-02-10,Aaron Adams,+1-761-242-0941x786,nicholasromero@hotmail.com,Cold,Yes,Yes,Sent Info via Email,Still Deciding
2025-03-08,2025-04-03,Sara Woodward,001-544-869-5215x8322,torrescraig@yahoo.com,Cold,No,No,Booked Site Visit,Not Interested
2025-01-22,2025-04-01,Jose Lamb,714.930.3862,gary32@dawson.com,Cold,Yes,Yes,Visited,Purchased
2025-01-15,2025-03-11,Sarah Garrison,548-529-5568,brandon18@gmail.com,Hot,No,No,Booked Site Visit,Purchased
2025-01-19,2025-03-05,Terry Watson,(588)336-2836,currykatie@hotmail.com,Hot,Yes,No,Booked Site Visit,Purchased
2025-03-08,2025-03-17,Steven Reese,761.272.9453x38431,marshallkim@bates.com,Cold,No,No,Visited,Still Deciding
2025-01-10,2025-03-12,Michelle Russell,091-914-5698x7527,laurajohnston@yahoo.com,Hot,No,No,Sent Info via Email,Not Interested
2025-02-07,2025-03-19,Matthew Davis,012.800.4607x75857,cwilkinson@hotmail.com,Cold,Yes,Yes,Booked Site Visit,Purchased
2025-03-18,2025-03-27,Christine Lopez PhD,+1-293-151-5999x35691,teresa28@gmail.com,Cold,Yes,No,Visited,Not Interested
2025-01-16,2025-03-08,Charles Williams,001-919-392-4072x0718,mweeks@yahoo.com,Hot,Yes,Yes,Follow Up with Another Call,Purchased
2025-03-08,2025-03-15,Katherine Green,001-369-207-1537x479,mcdowellmichael@gmail.com,Hot,Yes,Yes,Not Interested,Purchased
2025-01-16,2025-01-24,Brad Washington,001-087-795-5468x657,hodgestimothy@yahoo.com,Hot,No,No,Sent Info via Email,Purchased
2025-01-19,2025-03-15,David Sanchez,173-986-3242x37678,josephzamora@yahoo.com,Cold,Yes,Yes,Sent Info via Email,Not Interested
2025-02-15,2025-03-16,Lawrence Simpson,(990)033-1868x776,salinasjasmine@yahoo.com,Cold,No,No,Follow Up with Another Call,Not Interested
2025-03-08,2025-04-06,Connor Ayala,(560)642-1098,shawnaclarke@conner.com,Cold,No,No,Sent Info via Email,Purchased
2025-01-19,2025-04-03,Gregory Williams,139-850-0968,villanuevajoshua@martin.com,Warm,Yes,No,Not Interested,Not Interested
2025-01-27,2025-01-28,Robin Rice,+1-262-422-2803x75891,djackson@merritt.com,Cold,Yes,Yes,Not Interested,Purchased
2025-02-24,2025-03-16,Calvin Perez,487.959.0052x954,brooke25@young-carter.net,Cold,No,No,Follow Up with Another Call,Still Deciding
2025-02-25,2025-03-25,Terri Johnson,356-524-4858,michaelferguson@villanueva.biz,Cold,No,No,Sent Info via Email,Still Deciding
2025-01-30,2025-03-23,Kimberly Pruitt,(841)186-3591,danielhickman@hotmail.com,Cold,Yes,Yes,Follow Up with Another Call,Purchased
2025-02-18,2025-02-25,Kenneth Mack,286.095.8462x4891,ckennedy@gmail.com,Cold,Yes,Yes,Did Not Pick,Still Deciding
2025-03-16,2025-03-16,Amanda Collier,(304)101-5953x314,vcooper@hotmail.com,Cold,Yes,No,Agents,Still Deciding
2025-01-20,2025-03-20,Christopher Case,+1-956-480-7826x12386,gguzman@roberts.com,Cold,No,No,Did Not Pick,Still Deciding
2025-03-12,2025-04-04,Krystal Moore,615.711.9566x789,millerphyllis@yahoo.com,Cold,No,No,Booked Site Visit,Purchased
2025-03-29,2025-04-04,Douglas Jones,385-731-8605x0507,sharon81@pierce.info,Cold,No,No,Booked Site Visit,Not Interested
2025-02-15,2025-02-15,Amy Norman,001-839-361-4526x13673,gatesdavid@green.com,Warm,Yes,Yes,Follow Up with Another Call,Not Interested
2025-03-06,2025-03-25,David Harris,(423)801-3244x51126,gregoryelliott@gaines-cain.org,Cold,Yes,Yes,Booked Site Visit,Still Deciding
2025-02-13,2025-02-27,Jessica Johnson,(579)983-2901x45517,hannahwest@riley.biz,Cold,Yes,Yes,Other Interests,Not Interested
2025-02-03,2025-03-19,Mr. Brendan Wolf,282.493.0036x8323,gabriellemora@hotmail.com,Hot,No,No,Agents,Purchased
2025-03-04,2025-03-13,Peggy Arroyo,788-748-2262,suzanne50@gmail.com,Cold,No,No,Visited,Still Deciding
2025-02-14,2025-04-04,Kristina Lyons,001-367-511-2633x5225,alevine@gmail.com,Cold,No,No,Not Interested,Not Interested
2025-03-14,2025-03-23,Joe Smith,030-417-8397,williamsmichael@ellis.com,Warm,Yes,Yes,Did Not Pick,Not Interested
2025-03-20,2025-03-28,Johnny Cook,001-694-744-7624x235,lisasummers@peterson.com,Cold,No,No,Follow Up with Another Call,Still Deciding
2025-03-25,2025-03-27,Margaret Reyes,+1-185-745-4268x2230,bruce73@franklin.com,Warm,No,No,Did Not Pick,Purchased
2025-02-12,2025-02-25,Thomas Nelson,(272)607-6443x6893,javier62@hotmail.com,Cold,Yes,Yes,Agents,Still Deciding
2025-03-22,2025-04-02,Christopher Martinez,590-936-3690x27461,coxwilliam@peters.com,Cold,No,No,Other Interests,Booked Another Visit
2025-03-08,2025-03-23,Jason Reed,001-585-052-7827,tstrickland@yahoo.com,Cold,No,No,Booked Site Visit,Not Interested
2025-02-02,2025-02-07,Jessica Mason,223-712-4470x72273,gabrielsims@miller.com,Cold,No,No,Agents,Still Deciding
2025-01-29,2025-03-27,Manuel Henry,001-401-912-0609x829,nicholasmoore@yahoo.com,Hot,Yes,Yes,Other Interests,Purchased
2025-02-20,2025-03-06,Brian Moon,581-340-7420x605,huntercaitlin@adkins.net,Hot,No,No,Sent Info via Email,Purchased
2025-01-15,2025-03-29,Richard George,+1-807-875-8221x0030,sharonmercer@reese-brennan.com,Warm,No,No,Agents,Not Interested
2025-01-25,2025-03-17,Lindsay Gray,938.648.2006x59282,gonzalesjerome@sanchez.com,Cold,No,No,Booked Site Visit,Purchased
2025-03-05,2025-03-12,Mr. Michael Hanson,862.125.1679x36709,martinezdavid@nicholson.com,Warm,No,No,Agents,Booked Another Visit
2025-04-04,2025-04-06,William Johnson,268.931.2902x2024,mmartinez@robertson.org,Cold,Yes,Yes,Follow Up with Another Call,Booked Another Visit
2025-02-08,2025-03-18,Michele Murray,759.579.9828x11415,hermannorma@yahoo.com,Warm,No,No,Follow Up with Another Call,Booked Another Visit
2025-04-04,2025-04-04,Michael Gutierrez,4513668690,jessicamoreno@williams-simmons.biz,Cold,No,No,Booked Site Visit,Not Interested
2025-03-30,2025-04-01,Kathy Sims,(512)815-5188x404,franciscoolsen@gmail.com,Hot,No,No,Visited,Not Interested
2025-01-20,2025-03-29,Jonathon Michael,840-628-8339x076,richard75@hotmail.com,Hot,No,No,Did Not Pick,Purchased
2025-01-12,2025-03-22,Jeremy Mann,753.667.0190,deborahwelch@hotmail.com,Cold,Yes,Yes,Follow Up with Another Call,Still Deciding
2025-01-09,2025-04-03,Rachel Hampton,443.664.5014x02894,kyle92@gmail.com,Hot,No,No,Other Interests,Still Deciding
2025-03-29,2025-04-03,Janet Dunn,996-809-6588x455,april83@elliott-flowers.net,Cold,No,No,Sent Info via Email,Still Deciding
2025-03-11,2025-04-04,Amanda Johnson,(293)502-4282,tiffanydeleon@mills.net,Warm,No,No,Visited,Still Deciding
2025-01-19,2025-02-10,Alexander Curry,(976)709-4372,austin88@gmail.com,Warm,No,No,Follow Up with Another Call,Still Deciding
2025-03-24,2025-03-25,Elizabeth Oconnor,174.351.3929x52685,sarah77@hotmail.com,Cold,No,No,Follow Up with Another Call,Purchased
2025-02-11,2025-02-17,Joshua Nguyen,834.776.7350x025,davismichele@adkins.com,Cold,No,No,Other Interests,Still Deciding
2025-01-19,2025-03-16,Micheal Hart MD,001-816-825-9080,taylorvictoria@hotmail.com,Cold,No,No,Sent Info via Email,Purchased
2025-01-28,2025-03-18,Kelly Bonilla,(413)196-0023,eward@perez-pratt.com,Hot,No,No,Booked Site Visit,Still Deciding
2025-03-13,2025-03-22,Dalton Rodriguez,108.062.8236,jmorales@scott.com,Hot,No,No,Did Not Pick,Booked Another Visit
2025-01-29,2025-02-12,Jeremy Johnson,965.175.6133,awilliams@hotmail.com,Warm,No,No,Did Not Pick,Not Interested
2025-03-16,2025-03-17,Brandon Li,331-835-6282x54715,rodriguezlaura@gmail.com,Cold,No,No,Agents,Purchased
2025-01-31,2025-04-05,Cynthia Patel,001-233-765-4517,kathleen25@yahoo.com,Cold,No,No,Agents,Not Interested
2025-02-25,2025-04-07,Wendy Watson,+1-622-959-0099x32852,bergcandice@hotmail.com,Warm,No,No,Follow Up with Another Call,Not Interested
2025-01-19,2025-02-02,Michael Foster,2137253285,mckenziebrian@crawford.com,Hot,No,No,Agents,Still Deciding
2025-01-22,2025-02-20,Andrea Hernandez,034.299.4036,thomas85@yahoo.com,Warm,No,No,Did Not Pick,Still Deciding
2025-03-05,2025-03-27,Kimberly Johnson,654-377-5063x47501,reedryan@hudson-massey.com,Hot,No,No,Agents,Not Interested
2025-01-22,2025-02-07,Dean Hernandez,667.736.2287,david22@murphy.org,Warm,Yes,Yes,Other Interests,Not Interested
2025-01-11,2025-01-18,Dylan Campbell,3054473855,donald60@gmail.com,Hot,Yes,Yes,Follow Up with Another Call,Still Deciding
2025-04-02,2025-04-08,Monica Santana,001-804-758-4944x52211,samantha95@green-ross.com,Warm,Yes,Yes,Follow Up with Another Call,Still Deciding
2025-02-28,2025-03-25,William Drake,2088675301,whitemargaret@ortiz.com,Warm,Yes,No,Visited,Still Deciding
2025-03-29,2025-03-31,Tammy Paul,610-008-7596,omiles@yahoo.com,Warm,Yes,Yes,Follow Up with Another Call,Still Deciding
2025-03-12,2025-03-17,Rodney Roberts,001-255-134-4024x9200,wrhodes@thornton.com,Cold,No,No,Follow Up with Another Call,Not Interested
2025-03-15,2025-03-31,Sara Morgan,736.855.5263x1076,zknight@gmail.com,Warm,Yes,Yes,Not Interested,Booked Another Visit
2025-02-11,2025-02-18,Dana Brown,+1-223-448-5157,wilsonjesse@hotmail.com,Cold,Yes,Yes,Not Interested,Still Deciding
2025-04-04,2025-04-08,Mrs. Sarah Phillips,028-240-5763,mercadojames@sparks-frost.info,Hot,No,No,Visited,Not Interested
2025-04-03,2025-04-05,David Rhodes,(004)069-0789,davidbaldwin@hernandez.net,Hot,Yes,Yes,Did Not Pick,Still Deciding
2025-02-07,2025-02-18,Laura Whitaker,001-596-460-5816,davidhicks@thornton.info,Warm,No,No,Visited,Still Deciding
2025-03-19,2025-03-29,Stephanie Vaughan,+1-104-343-2837,medinarobert@beltran.com,Cold,No,No,Did Not Pick,Not Interested
2025-03-22,2025-04-07,Melissa Church,970.980.0732,muellerbrian@young.org,Cold,No,No,Did Not Pick,Still Deciding
2025-02-21,2025-03-24,Leah Patrick,(545)159-5053x26456,robertshaffer@gmail.com,Cold,No,No,Sent Info via Email,Still Deciding
2025-03-21,2025-04-08,Richard Rodriguez,7227823983,amy71@hotmail.com,Cold,No,No,Visited,Still Deciding
2025-02-18,2025-03-02,William Gonzalez,768.270.2669x8586,robbinsdaniel@hotmail.com,Hot,Yes,Yes,Other Interests,Booked Another Visit
2025-01-30,2025-03-16,Amy Baldwin,455-448-5189x29426,alisonsnyder@yahoo.com,Warm,Yes,Yes,Visited,Purchased
2025-01-25,2025-02-25,Laura Stewart,253.678.1266x1861,brewerjack@bridges.info,Cold,Yes,Yes,Other Interests,Still Deciding
2025-03-21,2025-04-01,Brenda Porter,369-191-1119x666,josehunt@gmail.com,Cold,Yes,Yes,Sent Info via Email,Not Interested
2025-01-16,2025-02-16,Richard Garrett,001-215-343-0209x5276,tcruz@yahoo.com,Cold,No,No,Agents,Not Interested
2025-01-10,2025-02-01,John Frank,068.786.1601x66505,davisadam@sanchez-yang.com,Warm,No,No,Sent Info via Email,Still Deciding
2025-02-26,2025-03-28,Martha Espinoza,001-777-178-8330x6138,marcus78@hotmail.com,Cold,No,No,Follow Up with Another Call,Still Deciding
2025-03-12,2025-03-14,Martin Warren,(030)351-0909,staffordrachel@stevens.com,Warm,Yes,Yes,Did Not Pick,Booked Another Visit
2025-01-09,2025-02-25,Brandon Meyer,467-064-8883,rachael21@hotmail.com,Cold,No,No,Visited,Not Interested
2025-02-07,2025-03-23,Christine Henry,532.049.6795x821,hawkinsbryan@hotmail.com,Hot,Yes,No,Sent Info via Email,Still Deciding
2025-01-26,2025-02-10,Vincent Thornton,966.784.8688x21578,amandahubbard@gmail.com,Cold,No,No,Did Not Pick,Still Deciding
2025-01-13,2025-02-25,Lauren Hardy,5407440053,smithstephen@hotmail.com,Cold,No,No,Visited,Purchased
2025-01-18,2025-03-16,Scott Peterson,(288)245-9220x60556,scottjones@gmail.com,Warm,Yes,No,Agents,Not Interested
2025-04-01,2025-04-08,Breanna Robinson,745.793.0660x94456,nicolebrown@gmail.com,Warm,Yes,Yes,Follow Up with Another Call,Not Interested
2025-01-14,2025-03-13,Stephanie Serrano,(469)385-9323x4922,jlewis@gmail.com,Hot,Yes,Yes,Booked Site Visit,Not Interested
2025-01-16,2025-02-22,Matthew Baker,346-047-3540x82866,adam25@horton.info,Cold,Yes,Yes,Booked Site Visit,Not Interested
2025-02-22,2025-04-04,Brian Smith,5105043169,richard95@yahoo.com,Warm,Yes,Yes,Did Not Pick,Not Interested
2025-03-05,2025-04-06,Mary Combs,001-159-383-3605x0427,daniel14@yahoo.com,Hot,No,No,Booked Site Visit,Still Deciding
2025-04-01,2025-04-07,William Suarez,001-880-928-6163x00412,bryan25@love.com,Cold,No,No,Follow Up with Another Call,Still Deciding
2025-03-13,2025-03-19,Justin Brown,630.471.6793x286,jack78@yahoo.com,Cold,Yes,Yes,Follow Up with Another Call,Still Deciding
2025-02-01,2025-03-16,Lorraine Lopez,239-209-7012x695,barry49@yahoo.com,Warm,No,No,Sent Info via Email,Purchased
2025-04-02,2025-04-02,Nancy Lewis,001-736-107-5949x2428,curtismegan@hotmail.com,Hot,No,No,Did Not Pick,Purchased
2025-02-07,2025-04-01,Brittany Johnson,001-659-351-4031,gtownsend@mills.com,Cold,No,No,Sent Info via Email,Not Interested
2025-01-17,2025-03-29,Shawn Watts,584.438.7302,wernerleslie@gmail.com,Cold,No,No,Did Not Pick,Purchased
2025-03-01,2025-03-16,Mary Jordan,509.372.1557,nbrandt@martin-malone.net,Warm,No,No,Did Not Pick,Booked Another Visit
2025-04-03,2025-04-07,Sarah Fields,900-446-1120x876,josephholt@gmail.com,Cold,Yes,Yes,Follow Up with Another Call,Not Interested
2025-01-16,2025-01-19,Kenneth Cortez,(382)333-0996x1075,brendafowler@cooper-aguirre.com,Warm,Yes,Yes,Not Interested,Still Deciding
2025-01-16,2025-03-06,Victoria Davis,+1-826-663-3617,jsmith@hotmail.com,Cold,Yes,Yes,Sent Info via Email,Not Interested
2025-03-01,2025-03-24,Elizabeth Miller,+1-855-179-9196x9958,mbaker@harding.com,Warm,No,No,Booked Site Visit,Not Interested
2025-01-24,2025-04-07,Robert Sanchez,(935)133-9325x14922,nreynolds@weber-turner.biz,Hot,No,No,Booked Site Visit,Not Interested
2025-01-17,2025-01-17,Luis Adams,+1-227-234-0045x450,michellekirk@smith-trujillo.com,Cold,Yes,No,Agents,Still Deciding
2025-02-04,2025-02-08,Amanda Wright,211.179.7287x19569,martinalexander@nelson.com,Cold,Yes,No,Did Not Pick,Not Interested
2025-02-21,2025-03-31,Matthew Smith,8754477272,yoderkenneth@pearson.com,Warm,No,No,Visited,Still Deciding
2025-01-11,2025-01-16,Stephen Cunningham,001-787-137-0323x768,rdixon@perry.com,Cold,No,No,Follow Up with Another Call,Purchased
2025-01-27,2025-03-02,Lisa Walker,824-683-6970x144,gramirez@zimmerman-diaz.info,Warm,No,No,Agents,Purchased
2025-02-26,2025-03-31,Ryan Mueller,001-164-884-8702x41540,steven28@hall.com,Warm,No,No,Not Interested,Purchased
2025-03-16,2025-03-31,Kelly Jones,0232100344,mathewsanders@flynn.com,Hot,Yes,Yes,Not Interested,Purchased
2025-01-25,2025-02-19,Ryan Atkins,+1-938-643-5473x3300,marygallagher@hotmail.com,Hot,No,No,Did Not Pick,Purchased
2025-02-02,2025-03-10,Jacqueline Valencia,001-321-277-4954x65430,melissabrown@yahoo.com,Cold,Yes,Yes,Other Interests,Still Deciding
2025-01-31,2025-03-12,John Costa,783-648-7551x176,hillmatthew@gmail.com,Warm,No,No,Booked Site Visit,Purchased
2025-04-06,2025-04-07,Melissa Peterson,688.316.8522,dunlapbrian@bond.com,Cold,No,No,Follow Up with Another Call,Not Interested
2025-03-14,2025-03-16,Jose Davis,066-448-9295x871,brollins@henson.com,Cold,Yes,Yes,Follow Up with Another Call,Purchased
2025-02-19,2025-04-06,Hannah Peck,+1-257-537-1997x83393,bcosta@yahoo.com,Warm,Yes,Yes,Visited,Not Interested
2025-03-08,2025-03-26,Ryan Bailey,+1-231-832-0087,williamgarcia@grimes.info,Cold,Yes,Yes,Other Interests,Booked Another Visit
2025-02-24,2025-03-19,Matthew Rocha,2525742453,ljames@hotmail.com,Cold,No,No,Not Interested,Still Deciding
2025-04-04,2025-04-08,Susan Singh,001-562-527-7200x5229,rodriguezeric@owens-baker.com,Cold,Yes,Yes,Booked Site Visit,Still Deciding
2025-02-11,2025-02-16,Adam Wall,+1-101-197-5959,jordandawn@hotmail.com,Warm,No,No,Visited,Not Interested
2025-03-24,2025-03-24,Kimberly Morgan,+1-580-917-5780x42421,kim82@chavez-little.com,Cold,No,No,Other Interests,Not Interested
2025-03-24,2025-03-27,Lori Fischer,+1-780-782-3763x082,ebush@yahoo.com,Cold,Yes,Yes,Booked Site Visit,Still Deciding
2025-03-06,2025-03-30,Haley Prince,510.568.3824,twatson@hotmail.com,Cold,Yes,No,Follow Up with Another Call,Not Interested
2025-03-14,2025-03-26,Mark Allen,(378)713-4494x1515,melissa27@hotmail.com,Warm,No,No,Agents,Still Deciding
2025-01-11,2025-03-07,Jeffrey Ford,256.767.6603x903,millerjamie@finley.biz,Hot,Yes,Yes,Agents,Still Deciding
2025-03-11,2025-03-29,Shannon Rojas,470-165-6424x677,rogersjillian@perez-duncan.biz,Hot,No,No,Not Interested,Not Interested
2025-02-22,2025-03-04,Tina Jacobs,001-200-639-5022x404,thunt@kelley.com,Warm,Yes,Yes,Not Interested,Purchased
2025-01-30,2025-03-10,Sandra Wilcox,(562)270-3678,schultzcharles@hotmail.com,Hot,No,No,Sent Info via Email,Not Interested
2025-03-10,2025-03-31,Douglas Robertson,001-191-839-4685x1111,kimberly51@barnett.com,Hot,No,No,Visited,Purchased
2025-02-13,2025-03-08,Dr. Kenneth Rice,+1-689-908-2255x973,danieltaylor@camacho.info,Cold,No,No,Other Interests,Booked Another Visit
2025-02-11,2025-04-03,Joshua Evans,012-165-6508x1217,erika33@kaufman.com,Cold,Yes,No,Follow Up with Another Call,Purchased
2025-03-24,2025-04-05,Phillip Garrett,3624648718,bowersdaniel@johnson.com,Cold,No,No,Agents,Purchased
2025-04-02,2025-04-04,John Wheeler,(830)978-7317,davisamanda@hotmail.com,Cold,Yes,Yes,Agents,Not Interested
2025-01-10,2025-03-25,John Hall,956.233.9690x57250,wardelizabeth@brown-tanner.org,Warm,Yes,Yes,Not Interested,Booked Another Visit
2025-03-16,2025-04-06,Rebecca Allen DDS,232.401.0264,mccoysheri@watson.com,Cold,No,No,Other Interests,Purchased
2025-02-15,2025-03-19,Miss Erica Nelson,972.119.2446,ijones@hotmail.com,Hot,No,No,Sent Info via Email,Not Interested
2025-03-31,2025-04-06,Yolanda Henry,001-576-633-7263x122,heatherfarley@rivera-king.com,Cold,Yes,Yes,Other Interests,Not Interested
2025-02-25,2025-03-23,Billy Summers,001-076-135-2842,billyherrera@price.net,Warm,No,No,Follow Up with Another Call,Booked Another Visit
2025-02-24,2025-03-17,Joshua Carter,001-217-136-9290x022,kosborne@watts-small.info,Cold,Yes,Yes,Other Interests,Booked Another Visit
2025-01-16,2025-03-26,Maureen Moore,+1-324-229-7602x4338,stoutchelsea@turner.com,Hot,No,No,Did Not Pick,Not Interested
2025-01-20,2025-01-24,Amanda Poole,001-199-398-1133,olucero@gmail.com,Hot,No,No,Visited,Still Deciding
2025-04-05,2025-04-08,Kayla Johnson,001-452-830-2697,amanda03@hotmail.com,Hot,No,No,Visited,Still Deciding
2025-01-24,2025-04-04,Richard Rodriguez,001-654-719-4718x6221,ksmith@evans.info,Cold,Yes,No,Not Interested,Not Interested
2025-03-26,2025-04-08,Matthew Craig,(549)829-2105,angelgonzalez@gmail.com,Cold,Yes,Yes,Follow Up with Another Call,Not Interested
2025-03-22,2025-03-22,Sean Boone,3022445545,michelle95@meyers.com,Cold,Yes,Yes,Did Not Pick,Not Interested
2025-01-09,2025-03-21,Ralph Black,(081)142-8034x294,andreahowell@gmail.com,Cold,No,No,Other Interests,Still Deciding
2025-03-12,2025-04-05,Peggy Davis,676.520.7218x78482,tinagarcia@yahoo.com,Warm,Yes,Yes,Not Interested,Purchased
2025-02-10,2025-02-13,Dawn James,093.848.5487,udavis@hughes.com,Cold,Yes,Yes,Agents,Still Deciding
2025-03-05,2025-03-27,Eric Lowe,516.800.8287,william15@diaz-martinez.com,Warm,Yes,Yes,Visited,Still Deciding
2025-01-09,2025-02-10,Michael Patton,451.495.9042x292,zking@gmail.com,Warm,Yes,No,Other Interests,Booked Another Visit
2025-02-23,2025-02-28,Christopher Bell,(453)302-7181,sandrasanchez@johnson.com,Hot,Yes,Yes,Other Interests,Still Deciding
2025-01-21,2025-02-28,Erik Wolfe,(928)090-1085x9644,williamswilliam@fischer.com,Hot,No,No,Booked Site Visit,Booked Another Visit
2025-01-30,2025-04-07,Amanda Torres,+1-057-499-2068x631,afields@ayers-edwards.net,Cold,Yes,Yes,Other Interests,Still Deciding
2025-01-29,2025-02-06,Brenda Dominguez,001-207-377-8763x13711,gabriella37@yahoo.com,Hot,Yes,Yes,Booked Site Visit,Not Interested
2025-01-09,2025-02-11,Daniel Sanchez,107-366-2578,villarrealtyler@hotmail.com,Warm,Yes,No,Sent Info via Email,Still Deciding
2025-01-17,2025-01-26,Matthew Mathis,184.367.5086,jason20@hotmail.com,Warm,Yes,Yes,Did Not Pick,Not Interested
2025-02-26,2025-04-03,Rebekah Solomon,001-206-835-2304x00844,yreynolds@gmail.com,Hot,Yes,No,Follow Up with Another Call,Purchased
2025-02-13,2025-03-15,Tiffany Mullins,556-600-0381,ellisjeremy@gmail.com,Cold,No,No,Visited,Not Interested
2025-02-16,2025-02-27,Joel Carr,763.527.9387x1201,bakerkristin@gmail.com,Cold,No,No,Not Interested,Booked Another Visit
2025-02-21,2025-03-08,Jenna Woods,395.767.8129x90465,ehodges@davis.com,Cold,No,No,Sent Info via Email,Still Deciding
2025-01-31,2025-03-17,Kirsten Cook,795.911.6285x80466,gregorybrown@gmail.com,Cold,No,No,Sent Info via Email,Not Interested
2025-02-08,2025-02-14,Stacey West,931-809-8112x69881,gellis@jenkins-horton.net,Warm,Yes,Yes,Did Not Pick,Not Interested
